,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
150,gpt-3.5-turbo,Harry Potter ,1,28,"Chapter 1

Mr. and Mrs. Dursley, of number four, Privet Drive, were
proud to say that they were perfectly normal, thank
","['Chapter', '1', '\n\n', 'Mr.', 'and', 'Mrs.']","['Dursley', ',', 'of', 'number', 'four', ',', 'Privet', 'Drive', ',', 'were', 'proud', 'to', 'say', 'that', 'they', 'were', 'perfectly', 'normal', ',', 'thank', 'you', 'very']","['Dursley', ',', 'of', 'number', 'four', ',', 'Privet', 'Drive', ',', 'were', '\n', 'proud', 'to', 'say', 'that', 'they', 'were', 'perfectly', 'normal', ',', 'thank', '\n']",0.1363636363636363,"['Dursley,', 'of', 'number', 'four,', 'Privet', 'Drive,', 'were', 'proud', 'to', 'say', 'that', 'they', 'were', 'perfectly', 'normal,', 'thank', 'you', 'very', 'much.']","Dursley, of number four, Privet Drive, were
proud to say that they were perfectly normal, thank
",tensor([[1.]]),17,"[tensor([[0.7474]]), tensor([[0.8585]]), tensor([[0.8504]]), tensor([[0.8725]]), tensor([[0.8955]]), tensor([[0.9257]]), tensor([[0.9311]]), tensor([[0.9413]]), tensor([[0.9595]]), tensor([[0.9612]]), tensor([[0.9644]]), tensor([[0.9632]]), tensor([[0.9638]]), tensor([[0.9658]]), tensor([[0.9788]]), tensor([[0.9846]]), tensor([[1.]]), tensor([[0.9977]]), tensor([[0.9986]]), tensor([[0.9756]])]",0,27
576,gpt-3.5-turbo,The Night Circus,1,36,"Erin Morgenstern

The man billed as Prospero the Enchanter receives a fair amount of correspondence via the theater office, but this is the first envelope addressedto him that contains a suicide note, and","['Erin', 'Morgenstern', '\n\n', 'The', 'man', 'billed', 'as', 'Prospero', 'the', 'Enchanter', 'receives', 'a', 'fair', 'amount', 'of']","['attention', ',', 'but', 'it', 'is', 'the', 'silent', ',', 'sullen', 'girl', 'in', 'the', 'white', 'dress', 'who', 'deserves', 'the', 'real', 'applause', '.']","['correspondence', 'via', 'the', 'theater', 'office', ',', 'but', 'this', 'is', 'the', 'first', 'envelope', 'addressedto', 'him', 'that', 'contains', 'a', 'suicide', 'note', ',']",1.0,"['attention,', 'but', 'it', 'is', 'the', 'silent,', 'sullen', 'girl', 'in', 'the', 'white', 'dress', 'who', 'deserves', 'the', 'real', 'applause.']","correspondence via the theater office, but this is the first envelope addressedto him that contains a suicide note, and",tensor([[0.7861]]),8,"[tensor([[0.7472]]), tensor([[0.7829]]), tensor([[0.7698]]), tensor([[0.7665]]), tensor([[0.7620]]), tensor([[0.7775]]), tensor([[0.7840]]), tensor([[0.7861]]), tensor([[0.7683]]), tensor([[0.7756]]), tensor([[0.7760]]), tensor([[0.7535]]), tensor([[0.7544]]), tensor([[0.7573]]), tensor([[0.7647]]), tensor([[0.7655]]), tensor([[0.7718]]), tensor([[0.7606]])]",0,34
890,gpt-3.5-turbo,The Poppy War,4,37,"“Take your clothes off.”
Rin blinked. “What?”
The proctor glanced up from his booklet. “Cheating prevention protocol.”
He gestured across the room to","['“', 'Take', 'your', 'clothes', 'off', '.', '”', '\n', 'Rin', 'blinked', '.', '“', 'What', '?', '”', '\n', 'The', 'proctor']","['said', ',', '""', 'Take', 'your', 'clothes', 'off', '.', '""']","['glanced', 'up', 'from', 'his', 'booklet', '.', '“', 'Cheating', 'prevention']",1.0,"['said,', '""Take', 'your', 'clothes', 'off.""']","glanced up from his booklet. “Cheating prevention protocol.”
He gestured across the room to",tensor([[0.7968]]),2,"[tensor([[0.7422]]), tensor([[0.7968]]), tensor([[0.7916]]), tensor([[0.7888]]), tensor([[0.7877]]), tensor([[0.7777]])]",3,29
226,gpt-3.5-turbo,Circe,5,26,"I WAS BORN, the name for what I was did not exist. They called me nymph, assuming I
would be like my","['I', 'WAS', 'BORN', ',', 'the', 'name', 'for', 'what', 'I', 'was', 'did', 'not', 'exist']","['yet', '.']","['.', 'They']",1.0,['yet.'],". They called me nymph, assuming I
would be like my",tensor([[0.7775]]),1,"[tensor([[0.7775]]), tensor([[0.7648]])]",4,18
1060,gpt-3.5-turbo,American God's,11,24,". He 
was big enough and looked don’t-fuck-with- 
me enough that his biggest problem was 
killing time","['.', 'He', '\n', 'was', 'big']","['enough', 'to', 'admit', 'his', 'mistakes', ',', 'smart', 'enough', 'to', 'profit', 'from', 'them', ',', 'and', 'strong', 'enough', 'to', 'correct', 'them']","['enough', 'and', 'looked', 'don’t', '-', 'fuck', '-', 'with-', '\n', 'me', 'enough', 'that', 'his', 'biggest', 'problem', 'was', '\n', 'killing', 'time']",0.9473684210526316,"['enough', 'to', 'admit', 'his', 'mistakes,', 'smart', 'enough', 'to', 'profit', 'from', 'them,', 'and', 'strong', 'enough', 'to', 'correct', 'them.']","enough and looked don’t-fuck-with- 
me enough that his biggest problem was 
killing time",tensor([[0.8265]]),2,"[tensor([[0.7584]]), tensor([[0.8265]]), tensor([[0.8175]]), tensor([[0.7917]]), tensor([[0.8052]]), tensor([[0.8152]]), tensor([[0.8116]]), tensor([[0.8217]]), tensor([[0.8235]]), tensor([[0.8153]]), tensor([[0.8158]]), tensor([[0.8063]]), tensor([[0.8051]]), tensor([[0.8097]]), tensor([[0.8124]]), tensor([[0.8148]]), tensor([[0.8112]]), tensor([[0.8031]])]",10,33
264,gpt-3.5-turbo,Circe,17,33,"exist. They called me nymph, assuming I
would be like my mother and aunts and thousand cousins. Least of the lesser goddesses, our powers
were so modest","['exist', '.', 'They', 'called', 'me', 'nymph', ',', 'assuming', 'I']","['was', ""n't"", 'quite', 'human', ',', 'with', 'some', 'hint', 'of', 'the', 'animal', 'about', 'me', '.', 'Which', 'was', 'true', '.']","['\n', 'would', 'be', 'like', 'my', 'mother', 'and', 'aunts', 'and', 'thousand', 'cousins', '.', 'Least', 'of', 'the', 'lesser', 'goddesses', ',']",1.0,"[""wasn't"", 'quite', 'human,', 'with', 'some', 'hint', 'of', 'the', 'animal', 'about', 'me.', 'Which', 'was', 'true.']","
would be like my mother and aunts and thousand cousins. Least of the lesser goddesses, our powers
were so modest",tensor([[0.8289]]),6,"[tensor([[0.8038]]), tensor([[0.7878]]), tensor([[0.8085]]), tensor([[0.8112]]), tensor([[0.8187]]), tensor([[0.8289]]), tensor([[0.8118]]), tensor([[0.8183]]), tensor([[0.8160]]), tensor([[0.8054]]), tensor([[0.8039]]), tensor([[0.8059]]), tensor([[0.8076]]), tensor([[0.8116]]), tensor([[0.8127]])]",16,42
781,gpt-3.5-turbo,Game of Thrones,17,30,"the end of 
summer. They set forth at daybreak to see a man beheaded, twenty in all, and Bran rode among 
them, nervous with","['the', 'end', 'of', '\n', 'summer', '.', 'They', 'set', 'forth', 'at', 'daybreak', 'to', 'see']","['the', 'world', '.']","['a', 'man', 'beheaded']",1.0,"['the', 'world.']","a man beheaded, twenty in all, and Bran rode among 
them, nervous with",tensor([[0.7798]]),2,"[tensor([[0.7525]]), tensor([[0.7798]]), tensor([[0.7594]])]",16,31
55,gpt-3.5-turbo,Harry Potter ,20,38,"say that they were perfectly normal, thank
you very much.  ey were the last people you’d expect to be involved
in anything strange or mysterious, because they just didn’t
","['say', 'that', 'they', 'were', 'perfectly']","['right', 'in', 'being', 'suspicious', ',', 'for', 'I', 'have', 'been', 'practicing', 'deception', 'on', 'them', 'for', 'years', '.']","['normal', ',', 'thank', '\n', 'you', 'very', 'much', '.', '\x01', 'ey', 'were', 'the', 'last', 'people', 'you', '’d']",1.0,"['right', 'in', 'being', 'suspicious,', 'for', 'I', 'have', 'been', 'practicing', 'deception', 'on', 'them', 'for', 'years.']","normal, thank
you very much.  ey were the last people you’d expect to be involved
in anything strange or mysterious, because they just didn’t
",tensor([[0.8299]]),6,"[tensor([[0.8201]]), tensor([[0.7950]]), tensor([[0.7758]]), tensor([[0.7795]]), tensor([[0.8253]]), tensor([[0.8299]]), tensor([[0.8248]]), tensor([[0.8180]]), tensor([[0.8132]]), tensor([[0.8086]]), tensor([[0.8061]]), tensor([[0.8045]]), tensor([[0.8125]]), tensor([[0.8130]]), tensor([[0.8214]])]",19,39
823,gpt-3.5-turbo,The Poppy War,20,38,"The proctor glanced up from his booklet. “Cheating prevention protocol.”
He gestured across the room to a female proctor. “Go with her, if you
must.”
Rin","['The', 'proctor', 'glanced', 'up', 'from', 'his', 'booklet']","['and', 'said', ',', '""', 'Time', ""'s"", 'up', ',', 'pencils', 'down', '.', '""']","['.', '“', 'Cheating', 'prevention', 'protocol', '.', '”', '\n', 'He', 'gestured', 'across', 'the']",1.0,"['and', 'said,', '""Time\'s', 'up,', 'pencils', 'down.""']",". “Cheating prevention protocol.”
He gestured across the room to a female proctor. “Go with her, if you
must.”
Rin",tensor([[0.8132]]),3,"[tensor([[0.7693]]), tensor([[0.7852]]), tensor([[0.8132]]), tensor([[0.7950]]), tensor([[0.7888]]), tensor([[0.8116]]), tensor([[0.7928]])]",19,37
1962,gpt-3.5-turbo,CHAPTER ONE,27,33,"of a crowd, but five was as many as the
Waystone ever saw these days, times being what they were.
Old Cob was filling his role as storyteller","['of', 'a', 'crowd', ',', 'but', 'five', 'was']","['the', 'perfect', 'number', 'for', 'a', 'secret', 'society', '.']","['as', 'many', 'as', 'the', '\n', 'Waystone', 'ever', 'saw']",1.0,"['the', 'perfect', 'number', 'for', 'a', 'secret', 'society.']","as many as the
Waystone ever saw these days, times being what they were.
Old Cob was filling his role as storyteller",tensor([[0.8055]]),8,"[tensor([[0.7769]]), tensor([[0.8045]]), tensor([[0.7621]]), tensor([[0.7695]]), tensor([[0.7822]]), tensor([[0.7881]]), tensor([[0.7854]]), tensor([[0.8055]])]",26,40
531,gpt-3.5-turbo,The Night Circus,31,38,"contains a suicide note, and it is also the first to arrive carefully pinned to the coat of a five-year-old girl.
The lawyer who escorts her to the theater refuses to","['contains', 'a', 'suicide', 'note', ',', 'and', 'it']","['is', 'a', 'cry', 'for', 'help', 'that', 'should', 'never', 'be', 'ignored', '.']","['is', 'also', 'the', 'first', 'to', 'arrive', 'carefully', 'pinned', 'to', 'the', 'coat']",0.9090909090909092,"['is', 'a', 'cry', 'for', 'help', 'that', 'should', 'never', 'be', 'ignored.']","is also the first to arrive carefully pinned to the coat of a five-year-old girl.
The lawyer who escorts her to the theater refuses to",tensor([[0.8121]]),3,"[tensor([[0.7589]]), tensor([[0.7972]]), tensor([[0.8121]]), tensor([[0.7778]]), tensor([[0.7688]]), tensor([[0.7585]]), tensor([[0.7663]]), tensor([[0.7672]]), tensor([[0.7664]]), tensor([[0.7630]]), tensor([[0.7798]])]",30,47
667,gpt-3.5-turbo,Game of Thrones,32,32,"beheaded, twenty in all, and Bran rode among 
them, nervous with excitement. This was the first time he had been deemed old enough to go 
with","['beheaded', ',', 'twenty', 'in', 'all', ',', 'and', 'Bran', 'rode', 'among', '\n', 'them', ',', 'nervous', 'with', 'excitement']","['and', 'anticipation', ',', 'for', 'this', 'was', 'what', 'he', 'had', 'been', 'trained', 'for', ':', 'to', 'lead', 'men']","['.', 'This', 'was', 'the', 'first', 'time', 'he', 'had', 'been', 'deemed', 'old', 'enough', 'to', 'go', '\n', 'with']",0.8125,"['and', 'anticipation,', 'for', 'this', 'was', 'what', 'he', 'had', 'been', 'trained', 'for:', 'to', 'lead', 'men', 'into', 'battle', 'and', 'emerge', 'victorious.']",". This was the first time he had been deemed old enough to go 
with",tensor([[0.8494]]),13,"[tensor([[0.7612]]), tensor([[0.7978]]), tensor([[0.7915]]), tensor([[0.7947]]), tensor([[0.8046]]), tensor([[0.8229]]), tensor([[0.8202]]), tensor([[0.8251]]), tensor([[0.8486]]), tensor([[0.8477]]), tensor([[0.8473]]), tensor([[0.8387]]), tensor([[0.8494]]), tensor([[0.8400]]), tensor([[0.8330]]), tensor([[0.8379]]), tensor([[0.8248]]), tensor([[0.8257]]), tensor([[0.8269]]), tensor([[0.8104]])]",31,62
