,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
54,gpt-4-1106-preview,Lorem Ipsum Standard Passage,1,33,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullam","['Lorem', ' ipsum', ' dolor', ' sit', ' amet', ',']","['con', 'sect', 'etur', ' adipiscing', ' elit', ',', ' sed', ' do', ' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.']","[' consectetur', ' adipiscing', ' elit', ',', ' sed', ' do', ' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.', ' Ut', ' enim']",0.2777777777777778,"consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."," consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullam",tensor([[0.9757]]),15,"[tensor([[0.8088]]), tensor([[0.8263]]), tensor([[0.8930]]), tensor([[0.9298]]), tensor([[0.9205]]), tensor([[0.9261]]), tensor([[0.9413]]), tensor([[0.9463]]), tensor([[0.9487]]), tensor([[0.9501]]), tensor([[0.9540]]), tensor([[0.9538]]), tensor([[0.9536]]), tensor([[0.9678]]), tensor([[0.9757]])]",0,23
30,gpt-4-1106-preview,Lorem Ipsum Standard Passage,1,37,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi","['Lorem', ' ipsum', ' dolor', ' sit', ' amet', ',', ' consectetur', ' adipiscing', ' elit', ',', ' sed', ' do']","['e', 'ius', 'mod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor']","[' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi']",0.2,"eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."," eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi",tensor([[1.0000]]),21,"[tensor([[0.8087]]), tensor([[0.8585]]), tensor([[0.8828]]), tensor([[0.9013]]), tensor([[0.9001]]), tensor([[0.9260]]), tensor([[0.9237]]), tensor([[0.9306]]), tensor([[0.9500]]), tensor([[0.9733]]), tensor([[0.9701]]), tensor([[0.9777]]), tensor([[0.9755]]), tensor([[0.9819]]), tensor([[0.9855]]), tensor([[0.9871]]), tensor([[0.9869]]), tensor([[0.9961]]), tensor([[0.9970]]), tensor([[0.9990]]), tensor([[1.0000]]), tensor([[0.9997]]), tensor([[0.9982]]), tensor([[0.9980]]), tensor([[0.9976]]), tensor([[0.9960]]), tensor([[0.9935]])]",0,36
182,gpt-4-1106-preview,Lorem Ipsum Standard Passage,1,29,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis","['Lorem', ' ipsum', ' dolor', ' sit', ' amet', ',']","['con', 'sect', 'etur', ' adipiscing', ' elit', ',', ' sed', ' do', ' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.']","[' consectetur', ' adipiscing', ' elit', ',', ' sed', ' do', ' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.', ' Ut', ' enim']",0.2777777777777778,"consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."," consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis",tensor([[0.9816]]),15,"[tensor([[0.8082]]), tensor([[0.8279]]), tensor([[0.8977]]), tensor([[0.9308]]), tensor([[0.9223]]), tensor([[0.9281]]), tensor([[0.9456]]), tensor([[0.9490]]), tensor([[0.9518]]), tensor([[0.9526]]), tensor([[0.9570]]), tensor([[0.9571]]), tensor([[0.9569]]), tensor([[0.9720]]), tensor([[0.9816]])]",0,23
27,gpt-4-1106-preview,Lorem Ipsum Standard Passage,1,20,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna","['Lorem', ' ipsum', ' dolor', ' sit', ' amet', ',', ' consectetur', ' adipiscing', ' elit', ',']","['sed', ' do', ' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna']","[' sed', ' do', ' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna']",0.1,sed do eiusmod tempor incididunt ut labore et dolore magna aliqua., sed do eiusmod tempor incididunt ut labore et dolore magna,tensor([[1.0000]]),11,"[tensor([[0.7994]]), tensor([[0.8354]]), tensor([[0.8600]]), tensor([[0.9139]]), tensor([[0.9254]]), tensor([[0.9449]]), tensor([[0.9454]]), tensor([[0.9616]]), tensor([[0.9610]]), tensor([[0.9755]]), tensor([[1.0000]]), tensor([[0.9545]])]",0,19
172,gpt-4-1106-preview,Lorem Ipsum Standard Passage,1,38,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut","['Lorem', ' ipsum', ' dolor', ' sit', ' amet', ',', ' consectetur', ' adipiscing', ' elit', ',', ' sed', ' do', ' eiusmod', ' tempor', ' incididunt']","['ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.']","[' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.']",0.1428571428571428,ut labore et dolore magna aliqua.," ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut",tensor([[0.9593]]),7,"[tensor([[0.8099]]), tensor([[0.7743]]), tensor([[0.8476]]), tensor([[0.8696]]), tensor([[0.8903]]), tensor([[0.9191]]), tensor([[0.9593]])]",0,21
96,gpt-4-1106-preview,Lorem Ipsum Standard Passage,2,34," ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco labor","[' ipsum', ' dolor', ' sit', ' amet', ',', ' consectetur', ' adipiscing', ' elit', ',', ' sed', ' do', ' eiusmod', ' tempor']","['inc', 'id', 'idunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam']","[' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor']",0.238095238095238,"incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."," incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco labor",tensor([[0.9978]]),18,"[tensor([[0.8054]]), tensor([[0.8285]]), tensor([[0.8174]]), tensor([[0.8917]]), tensor([[0.8877]]), tensor([[0.8992]]), tensor([[0.9256]]), tensor([[0.9612]]), tensor([[0.9498]]), tensor([[0.9640]]), tensor([[0.9578]]), tensor([[0.9710]]), tensor([[0.9772]]), tensor([[0.9786]]), tensor([[0.9775]]), tensor([[0.9917]]), tensor([[0.9938]]), tensor([[0.9978]]), tensor([[0.9966]]), tensor([[0.9967]]), tensor([[0.9953]]), tensor([[0.9949]]), tensor([[0.9939]]), tensor([[0.9927]]), tensor([[0.9908]])]",1,34
43,gpt-4-1106-preview,Lorem Ipsum Standard Passage,2,23," ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim","[' ipsum', ' dolor', ' sit', ' amet', ',', ' consectetur']","['ad', 'ip', 'iscing', ' elit', ',', ' sed', ' do', ' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.']","[' adipiscing', ' elit', ',', ' sed', ' do', ' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.', ' Ut', ' enim']",0.2941176470588235,"adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."," adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim",tensor([[0.9922]]),14,"[tensor([[0.8070]]), tensor([[0.8853]]), tensor([[0.9219]]), tensor([[0.9174]]), tensor([[0.9165]]), tensor([[0.9387]]), tensor([[0.9419]]), tensor([[0.9461]]), tensor([[0.9464]]), tensor([[0.9525]]), tensor([[0.9523]]), tensor([[0.9557]]), tensor([[0.9747]]), tensor([[0.9922]])]",1,23
9,gpt-4-1106-preview,Lorem Ipsum Standard Passage,2,27," ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,","[' ipsum', ' dolor', ' sit', ' amet', ',', ' consectetur', ' adipiscing']","['el', 'it', ',', ' sed', ' do', ' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.']","[' elit', ',', ' sed', ' do', ' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.', ' Ut']",0.2,"elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."," elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam,",tensor([[0.9873]]),13,"[tensor([[0.8058]]), tensor([[0.8595]]), tensor([[0.8589]]), tensor([[0.8709]]), tensor([[0.9050]]), tensor([[0.9154]]), tensor([[0.9244]]), tensor([[0.9239]]), tensor([[0.9342]]), tensor([[0.9351]]), tensor([[0.9383]]), tensor([[0.9608]]), tensor([[0.9873]])]",1,22
161,gpt-4-1106-preview,Lorem Ipsum Standard Passage,2,33," ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco","[' ipsum', ' dolor', ' sit', ' amet', ',', ' consectetur', ' adipiscing', ' elit', ',', ' sed']","['do', ' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.']","[' do', ' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.']",0.0909090909090909,do eiusmod tempor incididunt ut labore et dolore magna aliqua.," do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco",tensor([[0.9730]]),11,"[tensor([[0.8093]]), tensor([[0.8230]]), tensor([[0.8877]]), tensor([[0.9037]]), tensor([[0.9085]]), tensor([[0.9070]]), tensor([[0.9227]]), tensor([[0.9218]]), tensor([[0.9277]]), tensor([[0.9480]]), tensor([[0.9730]])]",1,21
2,gpt-4-1106-preview,Lorem Ipsum Standard Passage,3,35," dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi","[' dolor', ' sit', ' amet', ',', ' consectetur', ' adipiscing', ' elit', ',', ' sed', ' do', ' eiusmod', ' tempor', ' incididunt', ' ut', ' labore']","['I', ""'m"", ' sorry', ',', ' but', ' I', ' need', ' more', ' context', ' to', ' complete', ' the', ' quote', '.', ' Could', ' you', ' please', ' provide', ' the', ' beginning']","[' et', ' dolore', ' magna', ' aliqua', '.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi']",1.0,"I'm sorry, but I need more context to complete the quote. Could you please provide the beginning of the quote or the source it comes from?"," et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi",tensor([[0.8040]]),1,"[tensor([[0.8040]]), tensor([[0.7846]]), tensor([[0.7742]]), tensor([[0.7797]]), tensor([[0.7803]]), tensor([[0.7772]]), tensor([[0.7731]]), tensor([[0.7836]]), tensor([[0.7897]]), tensor([[0.7867]]), tensor([[0.7849]]), tensor([[0.7874]]), tensor([[0.7945]]), tensor([[0.7822]]), tensor([[0.7779]]), tensor([[0.7809]]), tensor([[0.7864]]), tensor([[0.7825]]), tensor([[0.7840]]), tensor([[0.7846]]), tensor([[0.7842]]), tensor([[0.7840]]), tensor([[0.7829]]), tensor([[0.7793]]), tensor([[0.7786]]), tensor([[0.7775]]), tensor([[0.7699]])]",2,36
